-5,-140.8244956385661
-4.69132,-123.31105767143112
-4.38264,-106.88511830330546
-4.07396,-91.54667753418906
-3.76528,-77.29573536408205
-3.4566,-64.13229179298432
-3.14792,-52.05634682089592
-2.83924,-41.06790044781682
-2.53056,-31.166952673747026
-2.22188,-22.353503498686564
-1.9132,-14.627552922635395
-1.60452,-7.989100945593549
-1.29584,-2.4381475675610105
-0.98716,2.0253072114622146
-0.67848,5.401263391476128
-0.3698,7.689720972480728
-0.06112,8.890679954476017
0.24756,9.004140337461992
0.55624,8.030102121438656
0.86492,5.968565306406006
1.1736,2.819529892364045
1.48228,-1.4170041206872313
1.79096,-6.741036732747816
2.09964,-13.152567943817708
2.40832,-20.651597753896922
2.717,-29.238126162985445
3.02568,-38.912153171083276
3.33436,-49.67367877819044
3.64304,-61.522702984306896
3.95172,-74.45922578943265
4.2604,-88.48324719356773
4.56908,-103.59476719671213
4.87776,-119.79378579886585
